tenant_id,request_id,model_requested,model_used,decision,reason,tokens_used_today,budget_used_today,evaluated_at
C3_ENTERPRISE,req_52248,gpt-3.5,,block,Monthly budget cap hit.,192515,192.77,2026-01-03T04:35:07.341820
C3_ENTERPRISE,req_64912,mistral,,block,Model not permitted under current policy tier.,83990,77.64,2025-11-19T10:36:15.341820
C3_ENTERPRISE,req_97881,gpt-3.5,,block,Daily token limit exceeded.,360481,288.68,2025-12-03T08:31:38.341820
C3_ENTERPRISE,req_64673,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,491572,495.63,2025-11-20T15:02:25.341820
C3_ENTERPRISE,req_25413,gpt-3.5,,block,Model not permitted under current policy tier.,27929,149.15,2025-10-27T00:39:43.341820
C3_ENTERPRISE,req_66992,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,214812,120.32,2025-11-20T02:45:19.341820
C3_ENTERPRISE,req_15767,gpt-4,,block,Daily token limit exceeded.,252583,494.74,2025-12-30T23:01:00.341820
C3_ENTERPRISE,req_34706,gpt-4,,block,Monthly budget cap hit.,430674,331.29,2026-03-26T00:00:26.341820
C3_ENTERPRISE,req_43018,mistral,,block,Daily token limit exceeded.,335036,95.29,2025-12-29T11:01:20.341820
C3_ENTERPRISE,req_94321,gpt-4,,block,Model not permitted under current policy tier.,211445,258.13,2026-01-13T12:55:48.341820
C3_ENTERPRISE,req_42464,gpt-4,,block,Monthly budget cap hit.,230035,343.78,2026-01-02T05:48:37.341820
C3_ENTERPRISE,req_44200,mistral,,block,Daily token limit exceeded.,109552,62.9,2025-10-24T16:36:16.341820
C3_ENTERPRISE,req_83531,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,472998,231.1,2025-11-17T15:17:12.341820
C3_ENTERPRISE,req_68126,mistral,,block,Daily token limit exceeded.,153707,388.42,2025-11-15T14:39:08.341820
C3_ENTERPRISE,req_77536,gpt-3.5,,block,Monthly budget cap hit.,251048,73.38,2025-10-24T11:00:42.341820
C3_ENTERPRISE,req_55326,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,423891,113.68,2026-02-26T16:00:47.341820
C3_ENTERPRISE,req_68287,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,408814,222.38,2026-02-25T11:17:57.341820
C3_ENTERPRISE,req_20494,gpt-4,,block,Daily token limit exceeded.,286229,458.95,2025-12-11T11:06:13.341820
C3_ENTERPRISE,req_50027,mistral,,block,Daily token limit exceeded.,141088,101.42,2026-01-07T08:41:22.341820
C3_ENTERPRISE,req_17162,gpt-3.5,,block,Daily token limit exceeded.,44599,91.74,2025-12-21T20:37:51.341820
C3_ENTERPRISE,req_10853,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,83222,408.95,2025-10-24T16:36:20.341820
C3_ENTERPRISE,req_61756,gpt-4,,block,Monthly budget cap hit.,334399,197.08,2025-12-26T00:30:33.341820
C3_ENTERPRISE,req_43781,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,52786,66.8,2026-02-20T05:51:22.341820
C3_ENTERPRISE,req_79586,mistral,,block,Daily token limit exceeded.,88728,227.86,2026-02-15T10:34:37.341820
C3_ENTERPRISE,req_87744,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,295025,471.15,2026-01-02T20:22:50.341820
C3_ENTERPRISE,req_12545,gpt-4,,block,Daily token limit exceeded.,496548,263.95,2025-12-24T23:28:41.341820
C3_ENTERPRISE,req_36004,mistral,,block,Daily token limit exceeded.,50739,392.79,2025-10-19T10:25:57.341820
C3_ENTERPRISE,req_43684,gpt-4,,block,Daily token limit exceeded.,421453,140.16,2026-03-09T02:45:18.341820
C3_ENTERPRISE,req_60494,mistral,,block,Daily token limit exceeded.,318783,29.25,2025-11-13T04:38:35.341820
C3_ENTERPRISE,req_36468,mistral,,block,Monthly budget cap hit.,297548,225.92,2026-04-05T08:57:42.341820
C3_ENTERPRISE,req_80926,gpt-3.5,,block,Model not permitted under current policy tier.,290214,372.38,2025-11-08T23:38:43.341820
C3_ENTERPRISE,req_79635,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,482152,32.96,2026-01-03T22:00:21.341820
C3_ENTERPRISE,req_13424,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,164358,227.79,2026-01-01T18:06:01.341820
C3_ENTERPRISE,req_14158,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,429198,365.35,2026-03-23T19:51:38.341820
C3_ENTERPRISE,req_84501,gpt-4,,block,Monthly budget cap hit.,359097,67.74,2026-02-25T13:58:06.341820
C3_ENTERPRISE,req_24664,gpt-3.5,,block,Monthly budget cap hit.,229608,492.1,2026-03-01T19:00:35.341820
C3_ENTERPRISE,req_48114,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,393238,431.14,2025-11-23T14:25:58.341820
C3_ENTERPRISE,req_68089,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,44174,255.22,2026-02-28T15:27:22.341820
C3_ENTERPRISE,req_66471,gpt-3.5,,block,Monthly budget cap hit.,482329,31.15,2025-11-13T00:41:29.341820
C3_ENTERPRISE,req_61485,gpt-3.5,,block,Monthly budget cap hit.,238269,384.22,2025-12-10T03:49:46.341820
C3_ENTERPRISE,req_35452,mistral,,block,Monthly budget cap hit.,323972,462.91,2026-03-17T02:59:54.341820
C3_ENTERPRISE,req_25934,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,24088,100.72,2025-11-30T20:57:03.341820
C3_ENTERPRISE,req_79605,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,371264,108.88,2026-02-16T20:07:42.341820
C3_ENTERPRISE,req_29806,gpt-3.5,,block,Monthly budget cap hit.,463897,78.65,2026-03-18T11:48:20.341820
C3_ENTERPRISE,req_99251,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,355309,32.94,2025-11-30T07:28:08.341820
C3_ENTERPRISE,req_73395,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,97989,390.0,2025-12-25T02:29:08.341820
C3_ENTERPRISE,req_33351,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,148193,207.0,2026-03-27T04:43:12.341820
C3_ENTERPRISE,req_97168,gpt-3.5,,block,Daily token limit exceeded.,208076,78.55,2026-03-12T14:30:41.341820
C3_ENTERPRISE,req_11095,gpt-3.5,,block,Daily token limit exceeded.,82219,234.45,2026-02-08T12:49:18.341820
C3_ENTERPRISE,req_93702,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,135165,52.27,2026-01-26T17:46:15.341820
C3_ENTERPRISE,req_15284,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,44056,469.05,2026-03-10T00:00:44.341820
C3_ENTERPRISE,req_61443,gpt-4,,block,Monthly budget cap hit.,449830,210.13,2025-12-04T11:41:39.341820
C3_ENTERPRISE,req_61533,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,374050,214.81,2026-04-06T10:09:45.341820
C3_ENTERPRISE,req_77071,gpt-4,,block,Daily token limit exceeded.,97373,262.08,2026-03-31T20:41:47.341820
C3_ENTERPRISE,req_21129,gpt-4,,block,Daily token limit exceeded.,303958,28.58,2026-01-20T22:52:11.341820
C3_ENTERPRISE,req_75531,gpt-4,,block,Monthly budget cap hit.,338309,442.14,2025-12-27T00:48:25.341820
C3_ENTERPRISE,req_38096,gpt-3.5,,block,Daily token limit exceeded.,416483,451.57,2025-12-15T06:40:19.341820
C3_ENTERPRISE,req_74322,gpt-3.5,,block,Daily token limit exceeded.,243026,240.91,2026-01-26T04:49:10.341820
C3_ENTERPRISE,req_99941,mistral,,block,Monthly budget cap hit.,486702,350.75,2026-03-26T02:49:41.341820
C3_ENTERPRISE,req_76000,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,219549,290.95,2025-10-29T09:43:46.341820
C3_ENTERPRISE,req_42900,gpt-3.5,,block,Model not permitted under current policy tier.,21842,475.13,2026-03-04T07:42:53.341820
C3_ENTERPRISE,req_52570,gpt-4,,block,Monthly budget cap hit.,191168,95.82,2025-12-23T12:25:40.341820
C3_ENTERPRISE,req_51214,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,117993,447.21,2025-12-19T12:48:27.341820
C3_ENTERPRISE,req_46287,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,468753,478.79,2025-11-03T14:34:15.341820
C3_ENTERPRISE,req_40187,gpt-4,,block,Daily token limit exceeded.,167355,208.87,2025-11-17T20:11:30.341820
C3_ENTERPRISE,req_28541,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,58368,300.66,2026-02-26T03:03:40.341820
C3_ENTERPRISE,req_50860,mistral,,block,Model not permitted under current policy tier.,278299,34.87,2025-11-13T21:48:06.341820
C3_ENTERPRISE,req_26408,gpt-3.5,,block,Model not permitted under current policy tier.,77875,24.76,2026-01-10T08:29:00.341820
C3_ENTERPRISE,req_57808,mistral,,block,Model not permitted under current policy tier.,102944,382.31,2026-03-06T15:04:27.341820
C3_ENTERPRISE,req_42429,gpt-3.5,,block,Monthly budget cap hit.,335203,392.0,2026-03-07T07:04:05.341820
C3_ENTERPRISE,req_37075,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,202711,314.66,2026-03-05T22:53:44.341820
C3_ENTERPRISE,req_75788,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,258360,283.8,2026-04-10T09:03:52.341820
C3_ENTERPRISE,req_44181,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,431058,283.04,2026-02-25T04:57:37.341820
C3_ENTERPRISE,req_96469,gpt-3.5,,block,Model not permitted under current policy tier.,109766,94.32,2026-01-22T17:34:39.341820
C3_ENTERPRISE,req_30612,gpt-3.5,,block,Monthly budget cap hit.,113191,150.32,2026-02-18T00:06:42.341820
C3_ENTERPRISE,req_16029,gpt-4,,block,Daily token limit exceeded.,489243,265.35,2026-01-19T05:25:09.341820
C3_ENTERPRISE,req_80783,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,380785,107.25,2026-01-15T03:35:02.341820
C3_ENTERPRISE,req_16423,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,199206,46.35,2025-10-14T12:53:16.341820
C3_ENTERPRISE,req_69396,gpt-4,,block,Model not permitted under current policy tier.,238893,159.92,2025-11-24T08:11:45.341820
C3_ENTERPRISE,req_27398,gpt-3.5,,block,Monthly budget cap hit.,429296,317.9,2026-01-25T18:40:48.341820
C3_ENTERPRISE,req_12859,gpt-4,,block,Daily token limit exceeded.,475985,90.96,2026-03-11T04:19:42.341820
C3_ENTERPRISE,req_21339,gpt-4,,block,Model not permitted under current policy tier.,390109,205.3,2025-12-13T19:29:05.341820
C3_ENTERPRISE,req_68067,gpt-4,,block,Monthly budget cap hit.,204038,416.54,2026-01-09T14:09:31.341820
C3_ENTERPRISE,req_34832,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,83413,298.96,2025-11-21T19:01:54.341820
C3_ENTERPRISE,req_77393,gpt-3.5,,block,Model not permitted under current policy tier.,311327,407.37,2025-12-25T06:22:49.341820
C3_ENTERPRISE,req_63409,gpt-4,,block,Monthly budget cap hit.,493119,305.69,2025-12-21T12:33:01.341820
C3_ENTERPRISE,req_68361,gpt-3.5,,block,Monthly budget cap hit.,499648,31.47,2025-11-27T12:09:08.341820
C3_ENTERPRISE,req_96826,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,109061,315.23,2026-02-25T02:35:34.341820
C3_ENTERPRISE,req_29895,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,142757,86.44,2026-01-21T06:10:00.341820
C3_ENTERPRISE,req_31497,gpt-3.5,,block,Daily token limit exceeded.,452633,131.17,2026-03-28T05:20:30.341820
C3_ENTERPRISE,req_49705,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,250475,377.68,2026-04-07T21:44:23.341820
C3_ENTERPRISE,req_68722,mistral,,block,Model not permitted under current policy tier.,265453,445.77,2025-12-02T10:04:51.341820
C3_ENTERPRISE,req_61458,gpt-3.5,,block,Monthly budget cap hit.,230076,208.33,2026-01-16T00:22:13.341820
C3_ENTERPRISE,req_52125,gpt-4,,block,Model not permitted under current policy tier.,262487,467.26,2025-12-11T12:30:51.341820
C3_ENTERPRISE,req_67607,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,383653,467.93,2026-01-31T12:55:13.341820
C3_ENTERPRISE,req_89709,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,85386,373.62,2026-02-02T21:21:44.341820
C3_ENTERPRISE,req_61399,mistral,,block,Daily token limit exceeded.,229041,30.13,2026-03-16T23:13:14.341820
C3_ENTERPRISE,req_93154,gpt-3.5,,block,Monthly budget cap hit.,155930,330.32,2025-11-10T04:09:57.341820
C3_ENTERPRISE,req_73988,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,414025,210.55,2026-02-06T22:22:12.341820
C3_ENTERPRISE,req_66704,gpt-4,,block,Monthly budget cap hit.,50702,305.59,2025-12-01T02:52:03.341820
C3_ENTERPRISE,req_78118,gpt-3.5,,block,Daily token limit exceeded.,57567,282.32,2025-12-06T01:00:27.341820
C3_ENTERPRISE,req_25439,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,84940,498.73,2026-02-01T01:42:08.341820
C3_ENTERPRISE,req_24816,mistral,,block,Monthly budget cap hit.,483633,46.36,2026-04-06T03:26:59.341820
C3_ENTERPRISE,req_53539,mistral,,block,Model not permitted under current policy tier.,403478,112.73,2025-11-27T01:25:07.341820
C3_ENTERPRISE,req_81976,mistral,,block,Monthly budget cap hit.,400312,498.71,2025-10-17T13:45:33.341820
C3_ENTERPRISE,req_37011,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,83294,309.89,2025-11-17T22:32:24.341820
C3_ENTERPRISE,req_77425,gpt-3.5,,block,Monthly budget cap hit.,55934,321.62,2026-03-20T19:34:24.341820
C3_ENTERPRISE,req_16015,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,420599,253.38,2026-02-11T10:43:39.341820
C3_ENTERPRISE,req_51358,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,499377,235.61,2026-04-03T01:43:33.341820
C3_ENTERPRISE,req_84735,gpt-4,,block,Daily token limit exceeded.,399048,287.31,2025-12-16T12:47:38.341820
C3_ENTERPRISE,req_59435,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,470317,95.18,2025-11-17T17:13:31.341820
C3_ENTERPRISE,req_67758,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,107028,241.96,2026-04-01T23:34:11.341820
C3_ENTERPRISE,req_66598,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,35263,332.67,2026-02-03T01:15:02.341820
C3_ENTERPRISE,req_12305,gpt-3.5,,block,Daily token limit exceeded.,490435,387.92,2026-03-10T22:04:15.341820
C3_ENTERPRISE,req_29173,gpt-3.5,,block,Daily token limit exceeded.,495193,269.07,2025-11-02T11:15:30.341820
C3_ENTERPRISE,req_84873,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,490365,369.3,2026-03-14T09:13:54.341820
C3_ENTERPRISE,req_38440,gpt-4,,block,Daily token limit exceeded.,491344,184.32,2026-01-10T02:56:10.341820
C3_ENTERPRISE,req_76941,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,122222,359.82,2026-03-06T13:53:15.341820
C3_ENTERPRISE,req_80383,gpt-4,,block,Monthly budget cap hit.,499432,198.04,2025-10-23T16:14:19.341820
C3_ENTERPRISE,req_35974,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,173290,379.5,2025-11-30T19:52:35.341820
C3_ENTERPRISE,req_16858,gpt-4,,block,Model not permitted under current policy tier.,89959,447.87,2026-02-24T05:21:56.341820
C3_ENTERPRISE,req_10204,gpt-4,,block,Monthly budget cap hit.,136766,84.65,2025-11-19T20:36:07.341820
C3_ENTERPRISE,req_47711,mistral,,block,Model not permitted under current policy tier.,161009,41.34,2025-10-19T08:39:15.341820
C3_ENTERPRISE,req_76943,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,253022,201.17,2026-01-04T10:44:10.341820
C3_ENTERPRISE,req_20406,gpt-4,,block,Model not permitted under current policy tier.,470049,95.03,2026-01-05T02:03:41.341820
C3_ENTERPRISE,req_63758,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,380718,359.46,2025-11-26T11:46:54.341820
C3_ENTERPRISE,req_90046,gpt-4,,block,Model not permitted under current policy tier.,480012,60.73,2025-12-14T02:46:15.341820
C3_ENTERPRISE,req_71627,gpt-4,,block,Model not permitted under current policy tier.,207893,44.86,2025-11-16T04:04:58.341820
C3_ENTERPRISE,req_23569,mistral,,block,Monthly budget cap hit.,463798,34.97,2026-02-11T05:05:07.341820
C3_ENTERPRISE,req_98092,gpt-3.5,,block,Daily token limit exceeded.,457971,427.49,2026-02-14T02:23:34.341820
C3_ENTERPRISE,req_97550,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,444329,122.0,2025-10-31T22:22:57.341820
C3_ENTERPRISE,req_94469,mistral,,block,Daily token limit exceeded.,177260,459.26,2025-11-24T11:49:18.341820
C3_ENTERPRISE,req_44465,gpt-4,,block,Daily token limit exceeded.,282234,370.18,2026-03-18T07:44:44.341820
C3_ENTERPRISE,req_55111,gpt-4,,block,Model not permitted under current policy tier.,189528,336.42,2026-03-26T12:08:23.341820
C3_ENTERPRISE,req_59663,gpt-3.5,,block,Monthly budget cap hit.,176460,120.3,2026-01-21T16:45:05.341820
C3_ENTERPRISE,req_48753,gpt-3.5,,block,Daily token limit exceeded.,453934,51.19,2026-03-23T06:48:07.341820
C3_ENTERPRISE,req_52463,gpt-4,,block,Monthly budget cap hit.,493244,208.99,2026-03-22T21:55:26.341820
C3_ENTERPRISE,req_61489,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,443084,88.72,2026-03-07T22:26:42.341820
C3_ENTERPRISE,req_22624,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,56406,161.45,2026-01-21T15:14:44.341820
C3_ENTERPRISE,req_91941,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,19612,404.01,2025-12-21T03:10:56.341820
C3_ENTERPRISE,req_35573,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,415433,209.7,2026-03-30T23:04:27.341820
C3_ENTERPRISE,req_37354,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,233434,146.58,2026-04-06T19:51:06.341820
C3_ENTERPRISE,req_63900,gpt-3.5,,block,Monthly budget cap hit.,148694,27.05,2025-10-23T12:02:43.341820
C3_ENTERPRISE,req_71382,mistral,,block,Daily token limit exceeded.,132223,228.92,2025-11-16T00:47:26.341820
C3_ENTERPRISE,req_32377,mistral,,block,Monthly budget cap hit.,72818,166.59,2025-12-14T17:47:42.341820
C3_ENTERPRISE,req_16612,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,343485,261.45,2026-02-06T00:58:27.341820
C3_ENTERPRISE,req_33226,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,288085,425.76,2026-02-27T17:41:47.341820
C3_ENTERPRISE,req_92310,gpt-3.5,,block,Daily token limit exceeded.,355688,259.02,2026-01-20T01:14:50.341820
C3_ENTERPRISE,req_37223,mistral,,block,Daily token limit exceeded.,328937,497.93,2025-10-23T08:19:41.341820
C3_ENTERPRISE,req_41746,gpt-4,,block,Model not permitted under current policy tier.,420464,395.05,2025-11-13T22:33:52.341820
C3_ENTERPRISE,req_90016,gpt-3.5,,block,Daily token limit exceeded.,392974,308.95,2026-01-18T06:38:13.341820
C3_ENTERPRISE,req_40774,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,154672,219.98,2025-11-16T23:01:29.341820
C3_ENTERPRISE,req_22763,gpt-3.5,,block,Model not permitted under current policy tier.,96377,71.4,2025-11-06T00:23:25.341820
C3_ENTERPRISE,req_97570,gpt-4,,block,Daily token limit exceeded.,127871,375.08,2025-12-25T00:25:16.341820
C3_ENTERPRISE,req_72752,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,64418,469.16,2026-03-11T13:49:36.341820
C3_ENTERPRISE,req_38935,gpt-4,,block,Monthly budget cap hit.,376792,227.81,2025-11-20T07:55:34.341820
C3_ENTERPRISE,req_22697,mistral,,block,Daily token limit exceeded.,206120,326.89,2026-02-24T20:22:43.341820
C3_ENTERPRISE,req_92980,mistral,,block,Daily token limit exceeded.,98326,357.42,2026-04-06T07:11:14.341820
C3_ENTERPRISE,req_55706,mistral,,block,Model not permitted under current policy tier.,455080,33.4,2026-02-19T15:00:35.341820
C3_ENTERPRISE,req_83375,gpt-3.5,,block,Monthly budget cap hit.,426441,405.54,2026-03-25T15:36:04.341820
C3_ENTERPRISE,req_69937,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,56318,47.84,2026-02-23T01:27:39.341820
C3_ENTERPRISE,req_27370,gpt-3.5,,block,Model not permitted under current policy tier.,11500,188.68,2026-03-06T00:21:33.341820
C3_ENTERPRISE,req_55087,gpt-4,,block,Monthly budget cap hit.,225624,417.97,2026-03-26T12:12:21.341820
C3_ENTERPRISE,req_47526,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,234734,459.89,2025-11-29T10:38:20.341820
C3_ENTERPRISE,req_16783,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,187232,193.08,2026-03-25T11:28:33.341820
C3_ENTERPRISE,req_48355,mistral,,block,Model not permitted under current policy tier.,198043,221.43,2026-04-04T00:19:21.341820
C3_ENTERPRISE,req_35805,mistral,,block,Monthly budget cap hit.,344713,145.21,2025-11-15T09:11:32.341820
C3_ENTERPRISE,req_65742,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,199662,268.64,2026-03-15T20:41:13.341820
C3_ENTERPRISE,req_58357,gpt-4,,block,Monthly budget cap hit.,111868,380.64,2025-11-30T02:48:18.341820
C3_ENTERPRISE,req_89364,gpt-4,,block,Model not permitted under current policy tier.,153019,170.43,2026-02-12T14:29:11.341820
C3_ENTERPRISE,req_12431,gpt-3.5,,block,Monthly budget cap hit.,41688,63.13,2026-02-16T07:06:13.341820
C3_ENTERPRISE,req_91160,gpt-4,,block,Monthly budget cap hit.,227965,416.21,2025-12-07T00:38:31.341820
C3_ENTERPRISE,req_70721,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,238036,372.19,2026-01-28T22:05:06.341820
C3_ENTERPRISE,req_57812,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,141320,312.47,2025-12-20T06:32:24.341820
C3_ENTERPRISE,req_50399,gpt-4,,block,Model not permitted under current policy tier.,185062,105.18,2026-01-27T17:25:05.341820
C3_ENTERPRISE,req_30320,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,323565,481.43,2025-11-06T22:35:45.341820
C3_ENTERPRISE,req_18779,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,170743,294.49,2026-01-18T19:00:59.341820
C3_ENTERPRISE,req_26532,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,93564,160.45,2026-04-05T20:02:17.341820
C3_ENTERPRISE,req_53000,gpt-4,,block,Monthly budget cap hit.,230702,117.08,2026-04-01T15:11:13.341820
C3_ENTERPRISE,req_97773,gpt-3.5,,block,Monthly budget cap hit.,232514,352.79,2025-12-19T16:12:19.341820
C3_ENTERPRISE,req_50084,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,414943,143.61,2026-03-20T00:47:38.341820
C3_ENTERPRISE,req_88319,gpt-4,,block,Model not permitted under current policy tier.,422877,85.06,2026-03-20T03:46:16.341820
C3_ENTERPRISE,req_91833,gpt-4,,block,Monthly budget cap hit.,433472,180.36,2025-11-16T01:01:26.341820
C3_ENTERPRISE,req_17347,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,455249,286.32,2026-01-20T21:48:30.341820
C3_ENTERPRISE,req_60854,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,431775,233.94,2026-01-12T19:10:10.341820
C3_ENTERPRISE,req_37580,gpt-3.5,,block,Monthly budget cap hit.,102573,346.62,2026-01-09T14:34:16.341820
C3_ENTERPRISE,req_65062,gpt-3.5,,block,Daily token limit exceeded.,180055,235.31,2025-11-04T05:50:10.341820
C3_ENTERPRISE,req_15841,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,100980,149.65,2025-11-09T02:41:18.341820
C3_ENTERPRISE,req_22755,mistral,,block,Model not permitted under current policy tier.,203377,220.3,2025-11-27T07:25:06.341820
C3_ENTERPRISE,req_57601,mistral,,block,Monthly budget cap hit.,321423,239.18,2025-12-08T14:44:55.341820
C3_ENTERPRISE,req_91097,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,54694,245.8,2025-11-19T10:50:39.341820
C3_ENTERPRISE,req_47610,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,439251,320.16,2025-12-31T05:15:14.341820
C3_ENTERPRISE,req_29549,mistral,,block,Model not permitted under current policy tier.,136251,154.8,2025-11-05T16:19:20.341820
C3_ENTERPRISE,req_72737,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,131831,34.41,2025-11-11T18:32:14.341820
C3_ENTERPRISE,req_59803,mistral,,block,Model not permitted under current policy tier.,176489,409.2,2026-03-19T14:23:44.341820
C3_ENTERPRISE,req_57828,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,378616,443.71,2025-12-30T20:03:30.341820
